Argument ID	Part	Usage	Conclusion	Stance	Premise
A07077	usa	train	We should adopt an austerity regime	in favor of	an austerity regime would eliminate the national debt by directing money to where it really needs to go.
A07078	usa	train	Assisted suicide should be a criminal offence	against	if to a reasonable degree of medical certainty the medical condition of a person is irreversible, it must have the right to terminate his life by requesting assistance without consequences for the fact.
A07079	usa	train	We should ban algorithmic trading	in favor of	algorithmic trading gives people an unfair speed advantage over the rest of the field.
A07080	usa	train	We should abolish the three-strikes laws	against	if someone hasn't learned by the first two chances then they aren't going to stop committing crimes. it makes more sense to lock them away than to let them keep committing crimes against the population.
A07081	usa	train	Holocaust denial should be a criminal offence	against	people should be free to believe what they want to believe about it.
A07082	usa	train	We should adopt libertarianism	against	we should not adopt libertarianism because it will allow people to take advantage of the freedoms and eventually infringe on other people's freedoms.
A07084	usa	train	We should fight for the abolition of nuclear weapons	in favor of	the abolition of nuclear weapons is a hugely important goal on the path to world peace.
A07085	usa	train	Surrogacy should be banned	against	surrogacy provides a family with a child and nothing is better than that
A07086	usa	train	Social media brings more harm than good	against	when a child has gone missing, posting a picture helps to find the child.
A07087	usa	train	We should introduce compulsory voting	against	every individual should be able to choose whether or not they want to vote
A07088	usa	train	Holocaust denial should be a criminal offence	against	people have freedom of speech, and ignorance does not equal a criminal offense. if that was true, too many people would be criminals based on the amoint of ignorance out there.
A07089	usa	train	We should ban telemarketing	against	banning telemarketing has no approval anywhere as customers will not be able to see new products available to buy.
A07090	usa	train	We should ban naturopathy	against	if people choose naturopathy over conventional medicine, that is their right.  medical care can not be forced on anyone.
